"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","genename","symbol","entrez"
"ENSG00000133640",4.56690100683366,2.09263712065808,0.939362027997814,2.22772164329273,0.0258990828246497,0.0471468234522835,"leucine rich repeats and IQ motif containing 1","LRRIQ1","84125"
"ENSG00000185046",4.47201315908191,3.62546057345029,1.24583719511667,2.91005966723508,0.00361359761780613,0.00767726707383981,"ankyrin repeat and sterile alpha motif domain containing 1B","ANKS1B","56899"
"ENSG00000120860",155.516783506469,-2.01354241171964,0.160217856169942,-12.5675281136198,3.18527940767016e-36,3.84477050861939e-35,"WASH complex subunit 3","WASHC3","51019"
"ENSG00000136010",1042.27089977125,-2.77224173597155,0.210957894320149,-13.1412087938478,1.91148579355307e-39,2.53113006517387e-38,"aldehyde dehydrogenase 1 family member L2","ALDH1L2","160428"
"ENSG00000198855",125.685788914678,-2.53521050100494,0.190228772224,-13.3271663974136,1.60893530815734e-40,2.20376287840362e-39,"FIC domain protein adenylyltransferase","FICD","11153"
"ENSG00000110880",6781.52826557586,-2.30396361180705,0.0992541026403721,-23.2127796284151,3.38283925298084e-119,1.91754941963199e-117,"coronin 1C","CORO1C","23603"
"ENSG00000122966",313.167928248048,-3.28379920740641,0.14342665183575,-22.8953208164335,5.17267809766959e-116,2.82351591864646e-114,"citron rho-interacting serine/threonine kinase","CIT","11113"
"ENSG00000183955",461.365005299309,-2.45277601863988,0.101351264240867,-24.2007441842138,2.18494907929751e-129,1.53341807288985e-127,"lysine methyltransferase 5A","KMT5A","387893"
"ENSG00000165480",185.117400003488,-2.84830200728887,0.172799082456468,-16.4833167329255,4.83575868428531e-61,1.05740966600886e-59,"spindle and kinetochore associated complex subunit 3","SKA3","221150"
"ENSG00000180730",9.31739624926444,2.93165131172404,0.76178303344286,3.84840720129262,0.000118888316742771,0.000305789879957234,"shisa family member 2","SHISA2","387914"
"ENSG00000139514",1569.80661251738,-2.42376754808268,0.140832076608643,-17.2103373496229,2.22133999549385e-66,5.40232819366146e-65,"solute carrier family 7 member 1","SLC7A1","6541"
"ENSG00000102802",110.286266942413,2.32793502439426,0.202106016099917,11.5183855944366,1.0658933526877e-30,1.08338870564906e-29,"mesenteric estrogen dependent adipogenesis","MEDAG","84935"
"ENSG00000139618",103.443849449802,-2.12177537304201,0.201287084184054,-10.5410408305279,5.5877020131429e-26,4.87864646147512e-25,"BRCA2 DNA repair associated","BRCA2","675"
"ENSG00000139597",7.48760001188774,2.56047030409028,0.802464477068247,3.19075844135157,0.0014189986596396,0.00318750224748795,"NEDD4 binding protein 2 like 1","N4BP2L1","90634"
"ENSG00000180332",9.37702180546424,-4.25826790858305,0.966456750006911,-4.4060615320371,1.05267071804431e-05,3.04022360230004e-05,"potassium channel tetramerization domain containing 4","KCTD4","386618"
"ENSG00000136108",749.956363794828,-2.02783183744228,0.084121117984617,-24.1060970898307,2.15752941424148e-128,1.47211428273569e-126,"cytoskeleton associated protein 2","CKAP2","26586"
"ENSG00000139734",376.886782058311,-3.00416047367434,0.129060251774159,-23.2771936547225,7.54765072736461e-120,4.34520611015233e-118,"diaphanous related formin 3","DIAPH3","81624"
"ENSG00000276644",229.621412252385,4.66280108693334,0.229215439081491,20.3424389980799,5.41684531561255e-92,2.10088069109205e-90,"dachshund family transcription factor 1","DACH1","1602"
"ENSG00000136122",40.5636814963845,-2.01935507689234,0.313118038833015,-6.44918154322386,1.12455791454318e-10,4.84612121185304e-10,"BORA aurora kinase A activator","BORA","79866"
"ENSG00000136160",116.020156908482,4.74565669307322,0.340483858721877,13.9379784724235,3.72337488303464e-44,5.58241088770748e-43,"endothelin receptor type B","EDNRB","1910"
"ENSG00000184564",101.25352163079,2.86858623601506,0.22816900696865,12.572199327708,3.00253348838043e-36,3.63013441769899e-35,"SLIT and NTRK like family member 6","SLITRK6","84189"
"ENSG00000088448",1041.5088322989,2.36777272044306,0.0824391278294069,28.7214673758163,2.05836700224621e-181,2.8089085999171e-179,"ankyrin repeat domain 10","ANKRD10","55608"
"ENSG00000100889",370.89218451883,-2.11702452088101,0.11860300154779,-17.849670693435,2.90745720568386e-71,7.80511917984859e-70,"phosphoenolpyruvate carboxykinase 2, mitochondrial","PCK2","5106"
"ENSG00000168952",126.190018512136,-2.47524148945561,0.192413535427324,-12.8641755059406,7.16018636509232e-38,9.07367383050134e-37,"syntaxin binding protein 6","STXBP6","29091"
"ENSG00000151320",179.567802771922,3.72067912207158,0.208647919880243,17.8323326885172,3.96526249563103e-71,1.06061776153557e-69,"A-kinase anchoring protein 6","AKAP6","9472"
"ENSG00000151322",7.3095690583722,6.23705942004225,1.29914600846965,4.80089180075248,1.57960602649468e-06,4.95957256465245e-06,"neuronal PAS domain protein 3","NPAS3","64067"
"ENSG00000100479",37.0829923001356,-2.6401939651963,0.349060753042254,-7.56370901679887,3.91735530226322e-14,2.06857694176837e-13,"DNA polymerase epsilon 2, accessory subunit","POLE2","5427"
"ENSG00000125384",562.779146692896,-2.72049307005402,0.102236932877156,-26.6096898008751,5.24358146570506e-156,5.18657071419874e-154,"prostaglandin E receptor 2","PTGER2","5732"
"ENSG00000073712",2356.74691021858,-2.3051528590294,0.0653960004274717,-35.249141292455,3.53646850167166e-272,1.33642237891377e-269,"FERM domain containing kindlin 2","FERMT2","10979"
"ENSG00000100526",104.744101453092,-3.67074798246432,0.253925544086646,-14.4560012489794,2.29764118099606e-47,3.69679429317903e-46,"cyclin dependent kinase inhibitor 3","CDKN3","1033"
"ENSG00000126787",369.945435388785,-3.10771858196601,0.127266680618884,-24.4189489884824,1.07604412932483e-131,7.85086058316306e-130,"DLG associated protein 5","DLGAP5","9787"
"ENSG00000140015",26.6173139881436,3.84378950645886,0.541104478988272,7.10359950012938,1.21548764775281e-12,5.91997916476567e-12,"potassium voltage-gated channel subfamily H member 5","KCNH5","27133"
"ENSG00000179841",19.4842532638599,-2.95595447990031,0.526596012496039,-5.61332484438923,1.98475496536089e-08,7.32564955659623e-08,"A-kinase anchoring protein 5","AKAP5","9495"
"ENSG00000205683",316.720993626956,-2.36374954154486,0.128431509655715,-18.4047477747583,1.20343617975465e-75,3.45735719633997e-74,"double PHD fingers 3","DPF3","8110"
"ENSG00000021645",288.606656256544,-2.10738845469147,0.250457905093418,-8.41414230429436,3.95780020827415e-17,2.39155635381486e-16,"neurexin 3","NRXN3","9369"
"ENSG00000211448",1884.75741158654,2.52372169452888,0.0653981298931716,38.5901202167616,0,0,"iodothyronine deiodinase 2","DIO2","1734"
"ENSG00000100629",93.2285978784827,-2.26333988415166,0.212484557869205,-10.651785272532,1.71052684858902e-26,1.51591970502134e-25,"centrosomal protein 128","CEP128","145508"
"ENSG00000100628",5.11350304704213,-2.87237569344626,0.985439522970021,-2.91481681675319,0.00355897372560898,0.00757103850577731,"ankyrin repeat and SOCS box containing 2","ASB2","51676"
"ENSG00000119698",5.20954676196381,-2.1630223795109,0.871789506125691,-2.48112917661002,0.0130966901389793,0.0252973812933521,"protein phosphatase 4 regulatory subunit 4","PPP4R4","57718"
"ENSG00000185559",85.6651733019641,2.27174609454219,0.251045956275895,9.04912442423722,1.44119282752344e-19,9.76116722979797e-19,"delta like non-canonical Notch ligand 1","DLK1","8788"
"ENSG00000187951",56.0463120857377,-2.40946140466377,0.275321018229811,-8.75146191219078,2.1060642945938e-18,1.35423977197746e-17,"OTU deubiquitinase 7A pseudogene","LOC100288637","100288637"
"ENSG00000198826",605.493224579422,-2.01784808724515,0.104917453858626,-19.2327207059767,1.97016036912988e-82,6.29853004777357e-81,"Rho GTPase activating protein 11A","ARHGAP11A","9824"
"ENSG00000166073",2268.80918089117,-2.2066708419761,0.0608219606307446,-36.2808238848628,3.24649821970229e-288,1.54344808909588e-285,"G protein-coupled receptor 176","GPR176","11245"
"ENSG00000104081",804.838487338129,4.43413656938239,0.121636384406067,36.4540313413098,5.93856217975854e-291,2.91741764684271e-288,"Bcl2 modifying factor","BMF","90427"
"ENSG00000156970",268.53659875801,-3.08544701930901,0.147530285013634,-20.9139907716159,3.99389114412189e-97,1.68177050520196e-95,"BUB1 mitotic checkpoint serine/threonine kinase B","BUB1B","701"
"ENSG00000137812",300.153048001711,-3.00238727849414,0.139844381296748,-21.4694880884997,3.00307910584607e-102,1.36182707267567e-100,"kinetochore scaffold 1","KNL1","57082"
"ENSG00000051180",88.1058022270222,-2.25179993723956,0.219593752557105,-10.2543898039813,1.13087992689943e-24,9.52939300322686e-24,"RAD51 recombinase","RAD51","5888"
"ENSG00000128917",1307.34250385583,3.8582531145741,0.0865185432075128,44.5945224172368,0,0,"delta like canonical Notch ligand 4","DLL4","54567"
"ENSG00000104147",19.2729740376708,-3.87569985122065,0.623143330581297,-6.21959613626165,4.98436153198234e-10,2.05884305656827e-09,"Opa interacting protein 5","OIP5","11339"
"ENSG00000137804",313.592361024413,-3.03835479382931,0.135683455456993,-22.3929644450451,4.60892406256153e-111,2.36677083045407e-109,"nucleolar and spindle associated protein 1","NUSAP1","51203"
"ENSG00000092445",393.504792985192,-2.23026019496119,0.106736448083942,-20.8950197893715,5.94320398030222e-97,2.48837898470722e-95,"TYRO3 protein tyrosine kinase","TYRO3","7301"
"ENSG00000092470",84.5668181456735,-2.54220639444352,0.238078764395628,-10.6780056629452,1.29013462446136e-26,1.14957703115547e-25,"WD repeat domain 76","WDR76","79968"
"ENSG00000137766",3.76330157024153,5.2837919139574,1.4090913303302,3.74978668892897,0.000176985055705575,0.000447180824788061,"unc-13 homolog C","UNC13C","440279"
"ENSG00000157456",291.436396187751,-3.38030726975265,0.150171741203588,-22.5096096153667,3.34200275511254e-112,1.73431114805805e-110,"cyclin B2","CCNB2","9133"
"ENSG00000074410",288.491968674274,-2.94098455065858,0.139391517197372,-21.0987340534811,8.16940893419568e-99,3.52048973310456e-97,"carbonic anhydrase 12","CA12","771"
"ENSG00000166803",146.18021274968,-2.60919745283274,0.188086533321803,-13.8723246515931,9.32063487521796e-44,1.38895365814926e-42,"PCNA clamp associated factor","PCLAF","9768"
"ENSG00000188501",48.4047911896458,-3.26973625334096,0.343685253614228,-9.51375195460406,1.83907099556944e-21,1.36959213404256e-20,"lactase like","LCTL","197021"
"ENSG00000137807",569.129258708053,-2.41742148080744,0.101650558311384,-23.7816842422272,5.1676419107377e-125,3.32579504281451e-123,"kinesin family member 23","KIF23","9493"
"ENSG00000138623",2851.61916336974,-2.40668774845908,0.0581377318678346,-41.3963130507093,0,0,"semaphorin 7A (JohnMiltonHagen blood group)","SEMA7A","8482"
"ENSG00000140465",2.97233977528917,4.94697237091579,1.4712583325017,3.3624090763884,0.000772655667560195,0.00180265936813395,"cytochrome P450 family 1 subfamily A member 1","CYP1A1","1543"
"ENSG00000136378",1190.06353560081,2.1313694356951,0.0788327305720943,27.0366054838849,5.48949071158843e-161,5.86261696430364e-159,"ADAM metallopeptidase with thrombospondin type 1 motif 7","ADAMTS7","11173"
"ENSG00000198901",744.768135087352,-3.17652098959839,0.0928701287754318,-34.203904220694,2.11545038694774e-256,6.49531412559078e-254,"protein regulator of cytokinesis 1","PRC1","9055"
"ENSG00000076344",6.68984075370628,-2.16370462810195,0.785093299762501,-2.75598407062765,0.00585158466800045,0.0120062167391049,"regulator of G protein signaling 11","RGS11","8786"
"ENSG00000162068",4.72805429702073,-2.76346317598324,1.00735537419866,-2.74328528616977,0.00608278136513319,0.0124493864406795,"netrin 3","NTN3","4917"
"ENSG00000005001",11.1319706152433,3.55026307014699,0.776470844608815,4.57230698975647,4.82383497687539e-06,1.44616924103315e-05,"serine protease 22","PRSS22","64063"
"ENSG00000127564",94.9230100781104,-2.70357324108907,0.232944837361487,-11.6060663619414,3.83872213763409e-31,3.94251476407326e-30,"protein kinase, membrane associated tyrosine/threonine 1","PKMYT1","9088"
"ENSG00000183454",3.88490944701952,3.34905489510776,1.27738929275157,2.62179659255927,0.00874676177926895,0.0174273050024153,"glutamate ionotropic receptor NMDA type subunit 2A","GRIN2A","2903"
"ENSG00000133392",16.7118796639519,-2.27169090948792,0.50398082161755,-4.50749475386151,6.55975521172198e-06,1.93781664282138e-05,"myosin heavy chain 11","MYH11","4629"
"ENSG00000103534",1.43671654542654,3.87345126866427,1.71112672021316,2.26368463709207,0.0235935180498196,0.0432758268846598,"transmembrane channel like 5","TMC5","79838"
"ENSG00000166851",502.683929770066,-3.32923741741875,0.12168897950092,-27.3585778356665,8.53774309066144e-165,9.39024310971405e-163,"polo like kinase 1","PLK1","5347"
"ENSG00000103522",67.2659602385703,2.59545055360655,0.277354928125159,9.35786708803434,8.13625108430626e-21,5.85794179191528e-20,"interleukin 21 receptor","IL21R","50615"
"ENSG00000171241",406.777106119105,-3.16899768726314,0.124227297553708,-25.5096725894168,1.53970462141834e-143,1.28204331697534e-141,"SHC binding and spindle associated 1","SHCBP1","79801"
"ENSG00000140807",3.70758930742192,5.25254732932162,1.40126163021922,3.74844155869729,0.000177936786930163,0.000449508461737529,"NKD inhibitor of WNT signaling pathway 1","NKD1","85407"
"ENSG00000103449",1051.52143130918,2.35381530129993,0.0844340380045359,27.8775640361235,4.99214871292082e-171,6.03067932221533e-169,"spalt like transcription factor 1","SALL1","6299"
"ENSG00000198417",8.79000515140841,2.14218661618323,0.700917125761127,3.05626234179544,0.00224115070901236,0.0049035153131568,"metallothionein 1F","MT1F","4494"
"ENSG00000187193",162.794814534467,2.37003460402586,0.173125213538543,13.6897136793897,1.16969256331044e-42,1.70009161716659e-41,"metallothionein 1X","MT1X","4501"
"ENSG00000006210",8.42338075646171,-2.12398141397592,0.678065912495577,-3.13241142908769,0.00173376729970337,0.00385055190823211,"C-X3-C motif chemokine ligand 1","CX3CL1","6376"
"ENSG00000102996",367.71965591051,3.29631501666739,0.140991825566646,23.3794761038061,6.91279269510936e-121,4.05899357531959e-119,"matrix metallopeptidase 15","MMP15","4324"
"ENSG00000157368",5.45535174206165,-4.07744633505502,1.22043413916531,-3.34098023334854,0.000834831663641741,0.00193881958064166,"interleukin 34","IL34","146433"
"ENSG00000172137",29.5611429312759,2.00482950445224,0.374890077594354,5.34777958733159,8.90398037641061e-08,3.10964129828293e-07,"calbindin 2","CALB2","794"
"ENSG00000086696",115.856944688105,4.62177742406453,0.318018506096067,14.533045516126,7.48186583910385e-48,1.22383727787694e-46,"hydroxysteroid 17-beta dehydrogenase 2","HSD17B2","3294"
"ENSG00000260300",3.78101484470844,3.27671677207702,1.29004580266759,2.5400003358806,0.0110852362403811,0.0217137442465095,NA,NA,NA
"ENSG00000131153",106.940896427591,-2.63874130249056,0.211843044885837,-12.4561148746355,1.29528646155526e-35,1.54449286977358e-34,"GINS complex subunit 2","GINS2","51659"
"ENSG00000187741",129.136068838354,-2.07893154570392,0.183963916138329,-11.3007571775146,1.30091450245999e-29,1.27819186248369e-28,"FA complementation group A","FANCA","2175"
"ENSG00000129195",205.613024134877,-3.19545799568519,0.176710343540407,-18.0830274655343,4.3360785506475e-73,1.19519571582781e-71,"PICALM interacting mitotic regulator","PIMREG","54478"
"ENSG00000259224",3.81186553607602,2.59539608850839,1.11615791675588,2.32529470028033,0.0200562074906997,0.0373264788480784,"solute carrier family 35 member G6","SLC35G6","643664"
"ENSG00000132510",1120.05262837464,2.03191724765718,0.0843251897404053,24.0962072414236,2.73937410476809e-128,1.86050209935816e-126,"lysine demethylase 6B","KDM6B","23135"
"ENSG00000178999",168.555045129253,-3.06415811264449,0.183391047584726,-16.7083298394315,1.13983494858998e-62,2.57257082271349e-61,"aurora kinase B","AURKB","9212"
"ENSG00000125409",1.37198404329732,-4.00075248685396,1.75280039160898,-2.28249178058516,0.0224603222016715,0.0413620178193471,"tektin 3","TEKT3","64518"
"ENSG00000076382",405.631109926366,-2.73533208683856,0.116590496909275,-23.4610209180862,1.02030812324115e-121,6.11272403265369e-120,"sperm associated antigen 5","SPAG5","10615"
"ENSG00000126860",4.41348250617296,-2.58603981563142,1.00398682057842,-2.57577068007879,0.0100016954886349,0.0197329301354085,"ecotropic viral integration site 2A","EVI2A","2123"
"ENSG00000172716",419.63994515886,-2.02544525039726,0.101635962587717,-19.9284308312542,2.30681873442238e-88,8.45718768853657e-87,"schlafen family member 11","SLFN11","91607"
"ENSG00000108342",4.36743839018721,5.49810923105456,1.37732762384357,3.99186739296751,6.55550291610792e-05,0.000173705505173676,"colony stimulating factor 3","CSF3","1440"
"ENSG00000094804",151.872503780832,-2.13927748910244,0.175807313683891,-12.1683077016292,4.58489655041395e-34,5.21390473456797e-33,"cell division cycle 6","CDC6","990"
"ENSG00000131747",1743.84285765667,-2.92418912756521,0.0696221034544569,-42.000873034209,0,0,"DNA topoisomerase II alpha","TOP2A","7153"
"ENSG00000221852",297.179189335458,-2.06886521705998,0.122723971410244,-16.8578737575574,9.18337317301181e-64,2.11475865349763e-62,"keratin associated protein 1-5","KRTAP1-5","83895"
"ENSG00000188581",1.7950329852174,-4.40514513135872,1.63867324078665,-2.68823888845834,0.00718299884704635,0.0144958287015978,"keratin associated protein 1-1","KRTAP1-1","81851"
"ENSG00000212724",141.923482370956,-2.80062012677892,0.207276558989025,-13.5115139909632,1.33742419902048e-41,1.89346376994849e-40,"keratin associated protein 2-3","KRTAP2-3","730755"
"ENSG00000131737",19.4865317167288,-2.32579864929343,0.467534697424813,-4.97460116244625,6.53821135334017e-07,2.13233367836971e-06,"keratin 34","KRT34","3885"
"ENSG00000171346",34.7864383329475,-2.69860214280799,0.367565011642238,-7.3418362938054,2.10682999442682e-13,1.06685804806574e-12,"keratin 15","KRT15","3866"
"ENSG00000171345",25.4268475789177,-2.3748929725176,0.412603277071117,-5.75587520626565,8.6194045278182e-09,3.26478498923116e-08,"keratin 19","KRT19","3880"
"ENSG00000173805",20.2473049141011,2.8422987846143,0.513060107516768,5.53989433786061,3.0265420027976e-08,1.10000434123874e-07,"huntingtin associated protein 1","HAP1","9001"
"ENSG00000186185",151.351625572307,-2.94093733509591,0.186748183716631,-15.7481442473274,7.07265099152996e-56,1.41433826747854e-54,"kinesin family member 18B","KIF18B","146909"
"ENSG00000006062",95.485576350494,-2.13839954514214,0.207914444623137,-10.2849975095197,8.23442039297424e-25,6.97064260491983e-24,"mitogen-activated protein kinase kinase kinase 14","MAP3K14","9020"
"ENSG00000189120",4.09535409447687,-2.91427535036354,1.10822494548888,-2.62967853433217,0.00854656423513483,0.0170468620513489,"Sp6 transcription factor","SP6","80320"
"ENSG00000154920",32.4813045189648,-2.39887847360135,0.366990442657022,-6.53662383203605,6.29230425356766e-11,2.7599994074131e-10,"essential meiotic structure-specific endonuclease 1","EME1","146956"
"ENSG00000068489",527.868372422254,-3.28311258391777,0.10940184626064,-30.0096634209998,7.34104325637507e-198,1.30352163268019e-195,"proline rich 11","PRR11","55771"
"ENSG00000136492",160.942137410396,-2.66488475305143,0.174813683821243,-15.2441427627395,1.80080892343903e-52,3.25249043059367e-51,"BRCA1 interacting DNA helicase 1","BRIP1","83990"
"ENSG00000173826",24.9492852519336,3.72445079672187,0.540334699312102,6.8928588178095,5.46821393656023e-12,2.56739525317058e-11,"potassium voltage-gated channel subfamily H member 6","KCNH6","81033"
"ENSG00000108932",593.620514665934,3.86329422850941,0.135042980302052,28.6078863178845,5.36043432742144e-180,7.24789735023277e-178,"solute carrier family 16 member 6","SLC16A6","9120"
"ENSG00000154262",6.58340245481066,2.01929706149527,0.841319261079767,2.40015551159932,0.0163881079304212,0.0310487125181318,"ATP binding cassette subfamily A member 6","ABCA6","23460"
"ENSG00000180616",4.90784875602604,2.17026621339214,0.915625212905213,2.3702560641663,0.0177757694571326,0.0334669507229458,"somatostatin receptor 2","SSTR2","6752"
"ENSG00000141540",16.6562057663205,-2.04501046053839,0.480648904843583,-4.25468661205811,2.09342007190447e-05,5.84444497437546e-05,"tweety family member 2","TTYH2","94015"
"ENSG00000170412",2.67049334103332,4.77285366862731,1.48100260731229,3.22271793787659,0.00126980526530848,0.00287736623618024,"G protein-coupled receptor class C group 5 member C","GPRC5C","55890"
"ENSG00000266714",5.04806097430217,2.23173086438924,0.929766174351267,2.4003141068736,0.0163810085991326,0.0310392523443065,"myosin XVB","MYO15B","80022"
"ENSG00000186919",5.63916525864685,2.82627381452652,0.956016774815498,2.95630148861349,0.00311352582900957,0.00667837922688737,"zinc activated ion channel","ZACN","353174"
"ENSG00000161544",262.956932809331,2.1937626887547,0.129955809905406,16.880835803736,6.22571263162605e-64,1.44495358684889e-62,"cytoglobin","CYGB","114757"
"ENSG00000167900",535.537322697115,-2.99316984531097,0.113333402870148,-26.4103059601978,1.04332687753723e-153,1.00500336739501e-151,"thymidine kinase 1","TK1","7083"
"ENSG00000089685",509.548185635596,-3.097661031905,0.114589407045887,-27.0326997212278,6.10171879420681e-161,6.46957781215971e-159,"baculoviral IAP repeat containing 5","BIRC5","332"
"ENSG00000176890",325.036329396194,-2.89694781957403,0.131029403215277,-22.1091430510024,2.58123720795152e-108,1.28088464548113e-106,"thymidylate synthetase","TYMS","7298"
"ENSG00000080986",148.756742367977,-2.86499764587707,0.189252774395196,-15.1384710476921,9.02884537234341e-52,1.61098211982563e-50,"NDC80 kinetochore complex component","NDC80","10403"
"ENSG00000088756",220.275890011078,2.00230856877426,0.145572398300358,13.7547268036549,4.77079453089135e-43,7.01716265431904e-42,"Rho GTPase activating protein 28","ARHGAP28","79822"
"ENSG00000154856",33.0237651765277,-3.34225410354571,0.430645598184858,-7.76103161772253,8.42413103294688e-15,4.59322394241847e-14,"APC down-regulated 1","APCDD1","147495"
"ENSG00000154864",1374.01910088605,2.35786042990078,0.0676832762470139,34.8366769554069,6.77554401269732e-266,2.21906594798073e-263,"piezo type mechanosensitive ion channel component 2","PIEZO2","63895"
"ENSG00000141458",1694.95350987576,2.35835643828826,0.137135211145405,17.1973078146041,2.78158456722353e-66,6.74259759074678e-65,"NPC intracellular cholesterol transporter 1","NPC1","4864"
"ENSG00000141441",186.061306629355,2.23259794810758,0.180566432150853,12.3644130390879,4.07174683369455e-35,4.80459606365014e-34,"GRB2 associated regulator of MAPK1 subtype 1","GAREM1","64762"
"ENSG00000101638",3.76554165415875,2.55694698067809,1.15819741087001,2.20769530019702,0.0272655206823578,0.0493781326882022,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5","ST8SIA5","29906"
"ENSG00000154839",87.8632247483136,-2.80049381393107,0.239850465031342,-11.6759991003775,1.69067582259723e-31,1.75844603199986e-30,"spindle and kinetochore associated complex subunit 1","SKA1","220134"
"ENSG00000041353",215.503858386682,2.80388191518399,0.157895791818789,17.7578001470862,1.4999935849915e-70,3.95472369509923e-69,"RAB27B, member RAS oncogene family","RAB27B","5874"
"ENSG00000166510",570.336073336896,2.83088461025262,0.102927884463355,27.5035732543449,1.59110643192207e-166,1.83200989013027e-164,"coiled-coil domain containing 68","CCDC68","80323"
"ENSG00000081923",1549.06690179341,-2.52988619989441,0.0760092139505363,-33.2839410961513,6.5932284009936e-243,1.73519643167578e-240,"ATPase phospholipid transporting 8B1","ATP8B1","5205"
"ENSG00000183287",603.48721362449,-3.436109185756,0.112997107887567,-30.4088241725175,4.19913010068376e-203,7.93420249024068e-201,"collagen and calcium binding EGF domains 1","CCBE1","147372"
"ENSG00000171791",21.0012205945772,-2.51658646683552,0.454600872765633,-5.53581529996959,3.09783892153387e-08,1.1250850178799e-07,"BCL2 apoptosis regulator","BCL2","596"
"ENSG00000150636",342.248144196322,3.13690163022116,0.134608555726559,23.3038800044284,4.04934575454493e-120,2.34036304825424e-118,"coiled-coil domain containing 102B","CCDC102B","79839"
"ENSG00000141668",43.9415616360333,8.82063214298189,1.20410240148138,7.32548339088937,2.3803910928793e-13,1.20185693480148e-12,"cerebellin 2 precursor","CBLN2","147381"
"ENSG00000141665",9.10328094968819,-2.8976957109682,0.732384669680093,-3.95652152609082,7.60490383615287e-05,0.00020000191423487,"F-box protein 15","FBXO15","201456"
"ENSG00000088836",73.1794028312979,2.1624803800054,0.260077882900447,8.31474155314144,9.19524338348388e-17,5.48884151420759e-16,"solute carrier family 4 member 11","SLC4A11","83959"
"ENSG00000171873",9.24468299236822,-2.12814447583815,0.659079688147333,-3.22896383261384,0.00124239606011574,0.00281829046236505,"adrenoceptor alpha 1D","ADRA1D","146"
"ENSG00000125845",1172.2386809597,5.52533661138904,0.207771211150542,26.5933696049239,8.09914671382401e-156,7.95768161788922e-154,"bone morphogenetic protein 2","BMP2","650"
"ENSG00000132623",21.6310783038538,-2.34633443651209,0.442705405184769,-5.29999048810533,1.15808714059308e-07,4.0112545894385e-07,"ankyrin repeat and EF-hand domain containing 1","ANKEF1","63926"
"ENSG00000172296",14.1999371259888,-2.11121750221102,0.542173951047702,-3.89398549696326,9.8610547895218e-05,0.00025595671977452,"serine palmitoyltransferase long chain base subunit 3","SPTLC3","55304"
"ENSG00000101003",84.3662813176216,-2.57671180860614,0.234899111236338,-10.9694404335725,5.3603092857897e-28,5.01907485730423e-27,"GINS complex subunit 1","GINS1","9837"
"ENSG00000088325",1049.74978195443,-3.01204014087113,0.086113672349893,-34.9774903180618,4.94847109857863e-268,1.69605969885702e-265,"TPX2 microtubule nucleation factor","TPX2","22974"
"ENSG00000101306",1.88837168307933,-4.42603663601009,1.64499940135003,-2.69060075789554,0.00713234934890314,0.0144054494592483,"myosin light chain kinase 2","MYLK2","85366"
"ENSG00000204183",1.5425725713048,-4.16882902357884,1.68048704944844,-2.48072665894516,0.0131114874577367,0.0253226447585012,NA,NA,NA
"ENSG00000101447",219.908288524973,-2.96391250767949,0.161043122151259,-18.404465015871,1.20973374273933e-75,3.4686879183837e-74,"family with sequence similarity 83 member D","FAM83D","81610"
"ENSG00000204103",8.94723195623996,2.41921258920569,0.701983705158159,3.44625177397904,0.000568420504014826,0.00134598030015593,"MAF bZIP transcription factor B","MAFB","9935"
"ENSG00000101057",273.977914673368,-3.17264054986465,0.15300904498736,-20.7349869422865,1.67500430218427e-95,6.81939596839552e-94,"MYB proto-oncogene like 2","MYBL2","4605"
"ENSG00000149596",16.1721699409439,-2.08919954603128,0.501710529510397,-4.16415327792713,3.12510128313648e-05,8.56569512941519e-05,"junctophilin 2","JPH2","57158"
"ENSG00000124134",3.75875436954376,-2.37606926061635,1.06072620380534,-2.240040127313,0.0250883179024908,0.045767004486559,"potassium voltage-gated channel modifier subfamily S member 1","KCNS1","3787"
"ENSG00000175063",257.176643129492,-2.8425663631754,0.150087429004049,-18.9394033999925,5.40055786253777e-80,1.66513434682179e-78,"ubiquitin conjugating enzyme E2 C","UBE2C","11065"
"ENSG00000196562",255.766177086689,3.0057349867766,0.151004314874774,19.9049609229327,3.68579029884735e-88,1.34458359961416e-86,"sulfatase 2","SULF2","55959"
"ENSG00000124216",323.283090514743,2.00309298754682,0.117644793787449,17.0266182043367,5.21311680596283e-65,1.23522372164438e-63,"snail family transcriptional repressor 1","SNAI1","6615"
"ENSG00000042062",529.580434708431,3.50771136339453,0.134086229283588,26.1601163828378,7.5611341225267e-151,6.96474966861241e-149,"RIPOR family member 3","RIPOR3","140876"
"ENSG00000124171",33.0932351650537,3.24880514191331,0.429761190373742,7.55955915676793,4.04437724321902e-14,2.13335833251832e-13,"par-6 family cell polarity regulator beta","PARD6B","84612"
"ENSG00000101096",197.482916558949,2.94140403120483,0.166842507946409,17.6298238824702,1.45419295797518e-69,3.77322109412645e-68,"nuclear factor of activated T cells 2","NFATC2","4773"
"ENSG00000182463",7.00540003916289,2.24355242729968,0.771976253361446,2.90624538971308,0.00365794457737711,0.00776365022773384,"teashirt zinc finger homeobox 2","TSHZ2","128553"
"ENSG00000101134",56.465839686757,-2.09400162374894,0.26219924190374,-7.98629930637901,1.39049845448485e-15,7.85780913427825e-15,"docking protein 5","DOK5","55816"
